Striped Warp Reduction (kernel reduction - cooperation number = 32),41-44,3d_27pt,128,128,64,1048576,Dot,vanilla_version
0.046048
0.044032
0.044032
0.044096
0.044032
0.047104
0.045056
0.044128
0.044032
0.044032
