Striped Warp Reduction (kernel reduction - cooperation number = 16),41-44,3d_27pt,128,128,64,1048576,Dot,vanilla_version
0.047552
0.044
0.043008
0.043008
0.043008
0.043008
0.043008
0.04304
0.043008
0.043008
