Striped Warp Reduction (kernel reduction - cooperation number = 1),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.1112
0.108576
0.108544
0.108544
0.107712
0.108544
0.107584
0.108544
0.108544
0.108544
