Striped Multi GPU,GH200,3d_27pt,32,32,32,0,CG,vanilla_version NPX=3 NPY=3 NPZ=3
22595.7
22565.1
22566.4
22578.7
22576.8
22558.7
22554.9
22558
22573.1
22565.2
