Striped Multi GPU,GH200,3d_27pt,32,32,32,0,CG,vanilla_version NPX=7 NPY=7 NPZ=7
64071.8
64136.5
64054.2
63891.6
63773.2
63627.7
63515.4
63433.1
63366.7
63328.1
