Striped Multi GPU,GH200,3d_27pt,32,32,32,0,CG,vanilla_version NPX=9 NPY=9 NPZ=9
80655.4
80534.4
80517.2
80618
80558.1
80527.5
80564.6
80541.1
80359
80580.1
