Striped Multi GPU,GH200,3d_27pt,32,32,32,0,CG,vanilla_version NPX=4 NPY=4 NPZ=4
31147.7
31190.7
31178.3
31176.8
31139.9
31196.5
31176.9
31152.6
31181.6
31169.4
