Striped Multi GPU,GH200,3d_27pt,32,32,32,0,CG,vanilla_version NPX=6 NPY=6 NPZ=6
55539.1
55459.2
55412.6
55417.2
55415.5
55397.7
55422.9
55401.9
55423.8
55428.7
