MatlabReference,41-44,3d_27pt,128,128,128,55742968,SPMV
3.0461440086364746
3.0515201091766357
3.033087968826294
3.0320639610290527
3.034048080444336
3.0310399532318115
3.0361599922180176
3.0269439220428467
3.0320639610290527
3.028991937637329
