CuPy 3 iterations (minres),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 77.20757597693562
2.8906240463256836
2.7248640060424805
2.6357760429382324
2.615295886993408
2.6019840240478516
2.6101760864257812
2.608128070831299
2.6009600162506104
2.6019198894500732
2.614272117614746
