CuPy 3 iterations (gmres),41-44,3d_27pt,24,24,24,343000,SymGS,L2 Norm: 0.49691635465752604
5.098495960235596
4.9049601554870605
4.914175987243652
4.918272018432617
4.928415775299072
4.91212797164917
4.985856056213379
4.898943901062012
4.9100799560546875
4.91212797164917
