CuPy 3 iterations (lsmr),41-44,3d_27pt,128,128,64,27725560,SymGS,L2 Norm: 1156.2366593011538
9.152511596679688
8.814592361450195
8.798208236694336
8.837120056152344
8.82585620880127
8.835071563720703
8.819711685180664
8.886272430419922
8.851455688476562
8.833024024963379
