CuPy 3 iterations (lsmr),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 256.74734830206467
3.94649600982666
3.687391996383667
3.6720640659332275
3.6956160068511963
3.670016050338745
3.7017600536346436
3.69868803024292
3.679231882095337
3.7601280212402344
3.677056074142456
