CuPy 3 iterations (gmres),41-44,3d_27pt,128,64,64,13790200,SymGS,L2 Norm: 268.0301632997156
12.298239707946777
12.0217924118042
12.168095588684082
12.01859188079834
12.016639709472656
12.03711986541748
12.065792083740234
12.030976295471191
12.02790355682373
12.05350399017334
