CuPy 3 iterations (minres),41-44,3d_27pt,128,128,128,55742968,SymGS,L2 Norm: 1319.1837720256376
44.75699234008789
7.818240165710449
7.804927825927734
7.773151874542236
7.781375885009766
7.769087791442871
7.804927825927734
7.812096118927002
7.772160053253174
7.7608962059021
