CuPy 3 iterations (gmres),41-44,3d_27pt,8,8,8,10648,SymGS,L2 Norm: 4.444390143786997e-13
8.210432052612305
5.340159893035889
5.340256214141846
5.329792022705078
5.318655967712402
5.292031764984131
5.401599884033203
5.297152042388916
5.283775806427002
5.36678409576416
