CuPy 3 iterations (minres),41-44,3d_27pt,32,32,32,830584,SymGS,L2 Norm: 128.09784149116135
2.8047680854797363
2.6060800552368164
2.6019840240478516
2.5835518836975098
2.6009600162506104
2.623487949371338
2.615295886993408
2.623487949371338
2.584575891494751
2.5855679512023926
