CuPy (no copy),41-44,3d_27pt,128,128,64,27725560,SPMV
0.9255679845809937
0.6072319746017456
0.6031360030174255
0.6031360030174255
0.6041600108146667
0.6062080264091492
0.6021119952201843
0.6062080264091492
0.6009920239448547
0.6021760106086731
