CuPy (no copy),41-44,3d_27pt,256,128,128,111777784,SPMV
93.73388671875
2.2999041080474854
2.1678080558776855
2.150304079055786
2.2620160579681396
2.2906880378723145
2.151456117630005
2.1493759155273438
2.149280071258545
2.1473278999328613
