CuPy (no copy),41-44,3d_27pt,64,64,64,6859000,SPMV
0.4485119879245758
0.22022399306297302
0.2170879989862442
0.22937600314617157
0.2181120067834854
0.2170879989862442
0.21503999829292297
0.21510399878025055
0.21503999829292297
0.2170879989862442
