CuPy (no copy),41-44,3d_27pt,24,24,24,343000,SPMV
0.3491840064525604
0.12185599654912949
0.11772800236940384
0.11673600226640701
0.11776000261306763
0.12185599654912949
0.11680000275373459
0.11769600212574005
0.11366400122642517
0.1157120019197464
