CuPy (no copy),41-44,3d_27pt,128,128,128,55742968,SPMV
220.32794189453125
1.2995519638061523
1.2349439859390259
1.1212799549102783
1.120255947113037
1.1182080507278442
1.117184042930603
1.1212799549102783
1.117184042930603
1.1182080507278442
