Striped coloring (pre-computing COR Format),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.473484
32.2316
31.9848
31.9452
31.9231
32.0051
31.9711
32.1187
31.9665
32.0014
31.8933
