Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,WAXPBY,vanilla_version_RR Norm: 0.0424581
0.074656
0.07344
0.071552
0.068704
0.07216
0.074624
0.068672
0.0752
0.074176
0.07312
