Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,WAXPBY,vanilla_version_RR Norm: 0.0466487
0.044256
0.04448
0.043264
0.04352
0.0424
0.042976
0.044288
0.043424
0.043392
0.042304
