Striped coloring (storing nothing),41-44,3d_27pt,32,32,32,830584,MG,vanilla_version_RR Norm: 0.238672
20.7171
20.6428
20.5824
20.6377
20.651
20.5896
20.6377
20.6418
20.6346
20.6203
