Striped Box coloring (coloringBox 3x3x3) (coop_num 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.471333
56.651
56.5443
56.3769
56.228
56.2908
56.272
56.2125
56.3686
56.3738
56.1781
