Striped Warp Reduction,41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_RR Norm: 0.0408095
7439.93
7436.84
7436.67
7436.65
7436.85
7436.75
7436.7
7436.96
7436.7
7436.82
