Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,SPMV,vanilla_version_RR Norm: 0.114762
0.016224
0.012288
0.012288
0.012288
0.012288
0.012288
0.012288
0.012288
0.018432
0.012288
