Striped Warp Reduction,41-44,3d_27pt,256,128,128,111777784,MG,vanilla_version_RR Norm: 0.0408095
23780.7
23780.8
23781.3
23781.5
23781.3
23781.1
23780.6
23780.6
23780.6
23781.9
