Striped Warp Reduction,41-44,3d_27pt,256,128,128,111777784,WAXPBY,vanilla_version_RR Norm: 0.0408095
0.130144
0.130656
0.13296
0.128512
0.12768
0.127104
0.127232
0.126912
0.126592
0.130208
