Striped coloring (storing nothing),41-44,3d_27pt,64,64,64,6859000,MG,vanilla_version_RR Norm: 0.341176
48.8568
48.8591
48.8059
48.809
48.853
48.9308
49.0097
48.8356
48.8417
48.8571
