Striped coloring (storing nothing),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.187864
0.933888
0.933888
0.93184
0.935936
0.93184
0.93184
0.93696
0.93184
0.93184
0.932864
