Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,CG,vanilla_version_RR Norm: 0.0677254
0.264864
0.232256
0.230304
0.232128
0.228224
0.226592
0.22656
0.2312
0.230208
0.225344
