Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,WAXPBY,vanilla_version_RR Norm: 0.0677254
0.013088
0.009536
0.016672
0.015744
0.015488
0.015168
0.015552
0.01536
0.015808
0.015456
