Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,Dot,vanilla_version_RR Norm: 0.0424581
0.065408
0.06144
0.06144
0.06048
0.060416
0.060416
0.061408
0.068608
0.06144
0.06144
