Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,Dot,vanilla_version_RR Norm: 0.049629
0.036576
0.033792
0.032768
0.033792
0.032768
0.03376
0.033792
0.032768
0.033792
0.032768
