Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.0466487
1849.28
1845.4
1845.46
1845.43
1845.45
1845.49
1845.4
1845.34
1845.52
1845.39
