Striped Warp Reduction,41-44,3d_27pt,64,64,64,6859000,WAXPBY,vanilla_version_RR Norm: 0.0523895
0.023136
0.020096
0.019488
0.017888
0.014368
0.017696
0.017152
0.017536
0.018624
0.015296
