Striped coloring (storing nothing),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.341176
14.6887
14.6521
14.6729
14.6523
14.6629
14.6588
14.6589
14.6774
14.7144
14.7181
