Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,CG,vanilla_version_RR Norm: 0.049629
1.12803
0.930912
0.924032
0.911008
0.929088
0.922336
0.915136
0.922368
0.90608
0.904928
