Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.0424581
3703.54
3699.8
3699.83
3699.81
3699.84
3699.76
3699.79
3699.78
3699.74
3699.73
