Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,WAXPBY,vanilla_version_RR Norm: 0.049629
0.032352
0.029888
0.024832
0.028608
0.028032
0.027712
0.027104
0.027936
0.0256
0.027968
