Striped Warp Reduction,41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.0897764
6.60685
6.60378
6.6048
6.60582
6.60582
6.60582
6.6048
6.6048
6.6048
6.60582
