Striped coloring (storing nothing),41-44,3d_27pt,128,64,64,13790200,MG,vanilla_version_RR Norm: 0.375064
54.1504
54.3068
54.2628
54.3232
54.1778
54.2843
54.2024
54.2269
54.186
54.3037
