Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.0677254
52.7681
48.7199
48.6923
48.7295
48.6565
48.6817
48.6736
48.716
48.631
48.7484
