Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,CG,vanilla_version_RR Norm: 0.0424581
2.50733
2.30986
2.33366
2.32742
2.3191
2.31712
2.33152
2.32989
2.31904
2.30227
