Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,SPMV,vanilla_version_RR Norm: 0.049629
0.156288
0.14848
0.149504
0.149504
0.14848
0.14848
0.147456
0.14848
0.147456
0.14848
