Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,MG,vanilla_version_RR Norm: 0.0466487
5910.8
5910.59
5910.56
5910.5
5910.44
5910.72
5910.82
5910.57
5910.64
5910.84
