Striped Warp Reduction,41-44,3d_27pt,256,128,128,111777784,SPMV,vanilla_version_RR Norm: 0.0408095
1.20173
1.1776
1.17862
1.17862
1.17862
1.1776
1.17862
1.17862
1.1776
1.17862
