Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,Dot,vanilla_version_RR Norm: 0.0677254
0.030496
0.027648
0.027648
0.027648
0.027648
0.027648
0.027648
0.027616
0.027648
0.026624
