AMGX,41-44,3d_27pt,128,128,64,27725560,CG,
13594.146484375
13668.9208984375
13703.7236328125
13704.0498046875
13802.9345703125
13799.896484375
13803.7294921875
13801.4892578125
13803.8427734375
13800.908203125
