"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","210350","run_profiler","127.0.0.1","scalar_vector_mult_kernel(long, double, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","16.91"
"0","210350","run_profiler","127.0.0.1","scalar_vector_mult_kernel(long, double, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Kbyte","324.10"
"0","210350","run_profiler","127.0.0.1","scalar_vector_mult_kernel(long, double, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"0","210350","run_profiler","127.0.0.1","scalar_vector_mult_kernel(long, double, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"0","210350","run_profiler","127.0.0.1","scalar_vector_mult_kernel(long, double, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","14.34"
"1","210350","run_profiler","127.0.0.1","striped_warp_reduction_SPMV_kernel(double *, long, int, long *, double *, double *)","1","7","(1024, 1, 1)","(8192, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","471.21"
"1","210350","run_profiler","127.0.0.1","striped_warp_reduction_SPMV_kernel(double *, long, int, long *, double *, double *)","1","7","(1024, 1, 1)","(8192, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","16.10"
"1","210350","run_profiler","127.0.0.1","striped_warp_reduction_SPMV_kernel(double *, long, int, long *, double *, double *)","1","7","(1024, 1, 1)","(8192, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"1","210350","run_profiler","127.0.0.1","striped_warp_reduction_SPMV_kernel(double *, long, int, long *, double *, double *)","1","7","(1024, 1, 1)","(8192, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"1","210350","run_profiler","127.0.0.1","striped_warp_reduction_SPMV_kernel(double *, long, int, long *, double *, double *)","1","7","(1024, 1, 1)","(8192, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","203.10"
"2","210350","run_profiler","127.0.0.1","waxpb1y_kernel(long, double, double *, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","33.69"
"2","210350","run_profiler","127.0.0.1","waxpb1y_kernel(long, double, double *, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","1.68"
"2","210350","run_profiler","127.0.0.1","waxpb1y_kernel(long, double, double *, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"2","210350","run_profiler","127.0.0.1","waxpb1y_kernel(long, double, double *, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"2","210350","run_profiler","127.0.0.1","waxpb1y_kernel(long, double, double *, double *, double *)","1","7","(1024, 1, 1)","(2048, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","16.48"
"3","210350","run_profiler","127.0.0.1","striped_warp_reduction_dot_kernel(long, double *, double *, double *)","1","7","(1024, 1, 1)","(42, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","16.81"
"3","210350","run_profiler","127.0.0.1","striped_warp_reduction_dot_kernel(long, double *, double *, double *)","1","7","(1024, 1, 1)","(42, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
