"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"4","210847","run_profiler","127.0.0.1","reduce_sums(double *, long, double *)","1","7","(1024, 1, 1)","(1, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Kbyte","7.42"
"4","210847","run_profiler","127.0.0.1","reduce_sums(double *, long, double *)","1","7","(1024, 1, 1)","(1, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"4","210847","run_profiler","127.0.0.1","reduce_sums(double *, long, double *)","1","7","(1024, 1, 1)","(1, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"4","210847","run_profiler","127.0.0.1","reduce_sums(double *, long, double *)","1","7","(1024, 1, 1)","(1, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"4","210847","run_profiler","127.0.0.1","reduce_sums(double *, long, double *)","1","7","(1024, 1, 1)","(1, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","3.36"
"5","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","321.32"
"5","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.34"
"5","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"5","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"5","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","184.70"
"6","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","319.99"
"6","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.19"
"6","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"6","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"6","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","179.62"
"7","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","319.83"
"7","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.17"
"7","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"7","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"7","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.82"
"8","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","318.13"
"8","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","12.97"
"8","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"8","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"8","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","179.55"
"9","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","317.11"
"9","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.01"
"9","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"9","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"9","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","180.64"
"10","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","317.14"
"10","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","12.97"
"10","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"10","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"10","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","180.58"
"11","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","318.10"
"11","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.01"
"11","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"11","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"11","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.06"
"12","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","317.10"
"12","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.21"
"12","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"12","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"12","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","178.66"
"13","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","317.12"
"13","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.00"
"13","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"13","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"13","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","180.38"
"14","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","319.09"
"14","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.01"
"14","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"14","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"14","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","182.14"
"15","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","318.19"
"15","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.00"
"15","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"15","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"15","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","180.64"
"16","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","318.15"
"16","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.03"
"16","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"16","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"16","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.12"
"17","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","316.46"
"17","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","12.84"
"17","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"17","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"17","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.66"
"18","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","315.50"
"18","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","12.86"
"18","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"18","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"18","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.50"
"19","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","315.48"
"19","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","13.07"
"19","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"19","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"19","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","181.76"
"20","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","316.48"
"20","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Mbyte","12.87"
"20","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg","","n/a"
"20","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__dram_throughput.avg","","n/a"
"20","210847","run_profiler","127.0.0.1","striped_box_coloring_half_SymGS_kernel(int, long, int, int, int, int, int, int, long, long, int, int, long *, double *, double *, double *)","1","7","(1024, 1, 1)","(2485, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","180.77"
